Date,Open,High,Low,Close,Adj Close,Volume
2017-07-25,14.290000,14.320000,13.870000,14.110000,14.110000,98047400
2017-07-26,15.130000,15.650000,14.400000,14.760000,14.760000,236083000
2017-07-27,14.990000,15.040000,13.700000,14.120000,14.120000,130303700
2017-07-28,13.850000,14.100000,13.680000,13.950000,13.950000,66763800
2017-07-31,14.090000,14.220000,13.470000,13.610000,13.610000,69108700
2017-08-01,13.720000,13.860000,13.450000,13.710000,13.710000,49149900
2017-08-02,13.810000,13.930000,13.120000,13.370000,13.370000,67502200
2017-08-03,13.420000,13.520000,13.080000,13.240000,13.240000,52557400
2017-08-04,13.200000,13.360000,13.020000,13.120000,13.120000,64254000
2017-08-07,13.330000,13.570000,13.270000,13.430000,13.430000,57486800
2017-08-08,13.480000,13.550000,13.080000,13.110000,13.110000,47338000
2017-08-09,12.760000,12.890000,12.540000,12.830000,12.830000,58861500
2017-08-10,12.700000,12.920000,12.110000,12.120000,12.120000,83113400
2017-08-11,12.040000,12.390000,11.880000,12.230000,12.230000,63558800
2017-08-14,12.580000,12.850000,12.580000,12.760000,12.760000,64426100
2017-08-15,13.010000,13.140000,12.750000,13.020000,13.020000,57990300
2017-08-16,13.170000,13.190000,12.520000,12.630000,12.630000,64639400
2017-08-17,12.460000,12.650000,12.320000,12.340000,12.340000,47371000
2017-08-18,12.430000,12.560000,12.250000,12.370000,12.370000,37521700
2017-08-21,12.420000,12.420000,11.860000,12.050000,12.050000,58888500
2017-08-22,12.200000,12.330000,12.100000,12.170000,12.170000,39033200
2017-08-23,12.000000,12.540000,11.950000,12.480000,12.480000,44345400
2017-08-24,12.690000,12.710000,12.390000,12.500000,12.500000,37269700
2017-08-25,12.510000,12.570000,12.250000,12.430000,12.430000,29732000
2017-08-28,12.530000,12.550000,12.160000,12.230000,12.230000,35969600
2017-08-29,12.000000,12.180000,11.930000,12.150000,12.150000,33618100
2017-08-30,12.190000,12.680000,12.160000,12.670000,12.670000,43933000
2017-08-31,12.820000,13.160000,12.790000,13.000000,13.000000,51822100
2017-09-01,13.120000,13.490000,13.040000,13.190000,13.190000,53158600
2017-09-05,12.880000,13.180000,12.650000,12.920000,12.920000,51445500
2017-09-06,13.020000,13.080000,12.750000,12.860000,12.860000,34182400
2017-09-07,12.840000,12.940000,12.600000,12.630000,12.630000,35816900
2017-09-08,12.570000,12.610000,12.040000,12.250000,12.250000,60886200
2017-09-11,12.460000,12.740000,12.400000,12.550000,12.550000,43346100
2017-09-12,12.660000,12.680000,12.210000,12.300000,12.300000,54413100
2017-09-13,12.220000,12.360000,12.120000,12.220000,12.220000,37210700
2017-09-14,12.150000,12.460000,12.110000,12.260000,12.260000,37220200
2017-09-15,12.330000,12.660000,12.310000,12.520000,12.520000,50337400
2017-09-18,12.770000,13.300000,12.740000,13.080000,13.080000,83517400
2017-09-19,13.250000,13.290000,12.880000,13.120000,13.120000,65455200
2017-09-20,13.070000,13.800000,12.800000,13.740000,13.740000,102682400
2017-09-21,14.000000,14.240000,13.320000,13.410000,13.410000,166821900
2017-09-22,13.200000,13.400000,13.120000,13.300000,13.300000,50547000
2017-09-25,13.250000,13.280000,12.490000,12.610000,12.610000,84172200
2017-09-26,12.850000,12.930000,12.430000,12.450000,12.450000,68302000
2017-09-27,12.650000,12.870000,12.500000,12.740000,12.740000,59947200
2017-09-28,12.760000,12.840000,12.550000,12.740000,12.740000,35812300
2017-09-29,12.770000,12.820000,12.600000,12.750000,12.750000,33926900
2017-10-02,12.800000,12.850000,12.620000,12.710000,12.710000,34461100
2017-10-03,12.730000,13.480000,12.700000,13.420000,13.420000,85174000
2017-10-04,13.310000,13.500000,13.150000,13.310000,13.310000,42303200
2017-10-05,13.380000,13.460000,13.210000,13.340000,13.340000,34758600
2017-10-06,13.220000,13.390000,13.180000,13.230000,13.230000,28258700
2017-10-09,13.260000,13.830000,13.260000,13.470000,13.470000,54032500
2017-10-10,13.720000,13.790000,13.440000,13.700000,13.700000,43304000
2017-10-11,13.620000,13.960000,13.610000,13.880000,13.880000,38746600
2017-10-12,13.850000,14.370000,13.810000,14.200000,14.200000,69874100
2017-10-13,14.320000,14.410000,14.120000,14.220000,14.220000,37515800
2017-10-16,14.250000,14.350000,14.120000,14.260000,14.260000,34136800
2017-10-17,14.240000,14.350000,14.140000,14.160000,14.160000,28995600
2017-10-18,14.200000,14.280000,13.760000,14.070000,14.070000,39020300
2017-10-19,13.850000,14.040000,13.690000,13.950000,13.950000,33795700
2017-10-20,14.030000,14.090000,13.800000,13.810000,13.810000,32538900
2017-10-23,13.940000,14.190000,13.900000,14.100000,14.100000,49838000
2017-10-24,14.200000,14.360000,14.150000,14.250000,14.250000,84891600
2017-10-25,12.950000,13.130000,12.290000,12.330000,12.330000,166762100
2017-10-26,12.450000,12.460000,12.000000,12.010000,12.010000,87625400
2017-10-27,12.170000,12.190000,11.350000,11.840000,11.840000,115650400
2017-10-30,11.260000,11.420000,10.650000,10.890000,10.890000,137785100
2017-10-31,10.760000,11.310000,10.690000,10.990000,10.990000,78600000
2017-11-01,11.250000,11.290000,10.720000,10.800000,10.800000,66875500
2017-11-02,10.870000,10.990000,10.660000,10.850000,10.850000,47942500
2017-11-03,10.950000,11.130000,10.820000,11.120000,11.120000,44264300
2017-11-06,12.040000,12.090000,11.640000,11.930000,11.930000,96349800
2017-11-07,11.940000,12.270000,11.920000,12.050000,12.050000,67900200
2017-11-08,11.940000,11.950000,11.510000,11.710000,11.710000,59065000
2017-11-09,11.250000,11.350000,11.030000,11.120000,11.120000,76821200
2017-11-10,11.220000,11.430000,11.120000,11.260000,11.260000,50209900
2017-11-13,11.180000,11.200000,10.920000,11.090000,11.090000,54068300
2017-11-14,11.030000,11.260000,11.000000,11.120000,11.120000,37245000
2017-11-15,11.010000,11.130000,10.770000,11.070000,11.070000,33524700
2017-11-16,11.130000,11.320000,11.130000,11.250000,11.250000,31800400
2017-11-17,11.300000,11.750000,11.280000,11.380000,11.380000,56775600
2017-11-20,11.470000,11.510000,11.190000,11.340000,11.340000,35960200
2017-11-21,11.420000,11.490000,11.240000,11.400000,11.400000,31881700
2017-11-22,11.410000,11.490000,11.300000,11.370000,11.370000,23816500
2017-11-24,11.380000,11.420000,11.300000,11.380000,11.380000,11035800
2017-11-27,11.340000,11.740000,11.340000,11.550000,11.550000,41798300
2017-11-28,11.450000,11.540000,11.000000,11.170000,11.170000,65325700
2017-11-29,11.080000,11.170000,10.730000,10.830000,10.830000,63333800
2017-11-30,10.870000,11.030000,10.760000,10.890000,10.890000,43205000
2017-12-01,10.810000,10.970000,10.530000,10.730000,10.730000,42128800
2017-12-04,10.850000,10.860000,9.820000,10.030000,10.030000,97328300
2017-12-05,9.890000,10.340000,9.700000,9.910000,9.910000,67304100
2017-12-06,9.900000,10.050000,9.710000,10.000000,10.000000,38952200
2017-12-07,10.070000,10.190000,9.950000,10.040000,10.040000,32665600
2017-12-08,10.150000,10.200000,9.920000,9.940000,9.940000,34897000
2017-12-11,9.970000,10.160000,9.960000,10.160000,10.160000,29956400
2017-12-12,10.130000,10.140000,9.880000,9.900000,9.900000,36211000
2017-12-13,9.970000,10.210000,9.950000,10.110000,10.110000,41494800
2017-12-14,10.100000,10.170000,9.960000,10.130000,10.130000,29006800
2017-12-15,10.130000,10.320000,10.020000,10.290000,10.290000,45462300
2017-12-18,10.600000,11.000000,10.510000,10.980000,10.980000,63797700
2017-12-19,11.000000,11.190000,10.870000,10.950000,10.950000,43852900
2017-12-20,11.100000,11.180000,10.800000,10.980000,10.980000,31420300
2017-12-21,10.980000,11.080000,10.870000,10.890000,10.890000,21884300
2017-12-22,10.750000,10.770000,10.200000,10.540000,10.540000,50744500
2017-12-26,10.380000,10.580000,10.340000,10.460000,10.460000,20437900
2017-12-27,10.450000,10.740000,10.400000,10.530000,10.530000,22921800
2017-12-28,10.570000,10.640000,10.430000,10.550000,10.550000,18609400
2017-12-29,10.570000,10.580000,10.270000,10.280000,10.280000,26678900
2018-01-02,10.420000,11.020000,10.340000,10.980000,10.980000,44146300
2018-01-03,11.610000,12.140000,11.360000,11.550000,11.550000,154066700
2018-01-04,12.100000,12.430000,11.970000,12.120000,12.120000,109503000
2018-01-05,12.190000,12.220000,11.660000,11.880000,11.880000,63808900
2018-01-08,12.010000,12.300000,11.850000,12.280000,12.280000,63346000
2018-01-09,12.000000,12.020000,11.710000,11.820000,11.820000,62560900
2018-01-10,11.630000,12.150000,11.560000,11.960000,11.960000,52561200
2018-01-11,12.070000,12.190000,11.900000,12.140000,12.140000,38354900
2018-01-12,11.820000,12.070000,11.800000,12.020000,12.020000,47149300
2018-01-16,12.050000,12.200000,11.800000,11.910000,11.910000,42686600
2018-01-17,11.900000,12.190000,11.820000,12.180000,12.180000,39020800
2018-01-18,12.180000,12.680000,12.150000,12.470000,12.470000,62086200
2018-01-19,12.560000,12.880000,12.540000,12.590000,12.590000,46800700
2018-01-22,12.610000,12.740000,12.370000,12.650000,12.650000,34758600
2018-01-23,12.820000,13.000000,12.760000,12.940000,12.940000,46417200
2018-01-24,13.020000,13.050000,12.600000,12.710000,12.710000,41956400
2018-01-25,12.780000,12.940000,12.320000,12.410000,12.410000,42966600
2018-01-26,12.700000,12.950000,12.620000,12.950000,12.950000,44239000
2018-01-29,13.130000,13.470000,13.050000,13.320000,13.320000,66645400
2018-01-30,13.120000,13.270000,12.690000,12.870000,12.870000,91236400
2018-01-31,13.240000,13.850000,13.150000,13.740000,13.740000,140977800
2018-02-01,13.620000,13.840000,13.210000,13.250000,13.250000,67543300
2018-02-02,13.050000,13.060000,12.430000,12.450000,12.450000,79432600
2018-02-05,12.050000,12.180000,10.930000,11.570000,11.570000,116568900
2018-02-06,11.040000,11.740000,11.000000,11.650000,11.650000,87123200
2018-02-07,11.700000,11.900000,11.530000,11.600000,11.600000,55758400
2018-02-08,11.720000,11.850000,11.210000,11.220000,11.220000,56471800
2018-02-09,11.540000,11.570000,10.630000,11.310000,11.310000,85458200
2018-02-12,11.470000,11.800000,11.430000,11.680000,11.680000,63160900
2018-02-13,11.600000,11.820000,11.530000,11.780000,11.780000,33661400
2018-02-14,11.720000,12.310000,11.630000,12.200000,12.200000,51756800
2018-02-15,12.400000,12.630000,12.070000,12.190000,12.190000,59593800
2018-02-16,12.110000,12.230000,11.820000,11.820000,11.820000,47332300
2018-02-20,11.720000,12.190000,11.710000,12.020000,12.020000,47096500
2018-02-21,12.120000,12.120000,11.720000,11.720000,11.720000,40195800
2018-02-22,11.820000,12.000000,11.630000,11.840000,11.840000,37886300
2018-02-23,11.950000,12.160000,11.940000,12.070000,12.070000,33317600
2018-02-26,12.140000,12.430000,12.050000,12.420000,12.420000,42265200
2018-02-27,12.430000,12.880000,12.390000,12.530000,12.530000,55975300
2018-02-28,12.660000,12.730000,12.100000,12.110000,12.110000,43387500
2018-03-01,12.260000,12.270000,11.660000,11.900000,11.900000,63207400
2018-03-02,11.670000,11.930000,11.430000,11.810000,11.810000,58123500
2018-03-05,11.690000,12.060000,11.610000,11.910000,11.910000,43734800
2018-03-06,12.010000,12.050000,11.710000,11.760000,11.760000,46751200
2018-03-07,11.580000,12.820000,11.550000,12.240000,12.240000,127603200
2018-03-08,12.400000,12.590000,11.740000,11.970000,11.970000,76011200
2018-03-09,12.030000,12.040000,11.580000,11.700000,11.700000,89674400
2018-03-12,11.760000,11.820000,11.480000,11.520000,11.520000,83748700
2018-03-13,11.500000,12.040000,11.100000,11.640000,11.640000,174302600
2018-03-14,11.700000,11.720000,11.260000,11.360000,11.360000,80540800
2018-03-15,11.430000,11.550000,11.190000,11.460000,11.460000,66373900
2018-03-16,11.490000,11.550000,11.320000,11.470000,11.470000,37591000
2018-03-19,11.410000,11.740000,11.350000,11.430000,11.430000,53308600
2018-03-20,11.410000,11.520000,11.000000,11.110000,11.110000,65116900
2018-03-21,11.160000,11.340000,11.110000,11.260000,11.260000,44691700
2018-03-22,11.100000,11.260000,10.850000,10.910000,10.910000,59944200
2018-03-23,10.910000,10.970000,10.570000,10.630000,10.630000,54844500
2018-03-26,10.710000,10.800000,10.180000,10.440000,10.440000,75878500
2018-03-27,10.510000,10.590000,9.900000,10.000000,10.000000,68551300
2018-03-28,9.990000,10.170000,9.790000,9.810000,9.810000,64832100
2018-03-29,9.940000,10.080000,9.810000,10.050000,10.050000,48681400
2018-04-02,9.990000,10.140000,9.510000,9.530000,9.530000,64824600
2018-04-03,9.630000,9.770000,9.300000,9.550000,9.550000,54891600
2018-04-04,9.080000,9.810000,9.040000,9.770000,9.770000,67356900
2018-04-05,10.050000,10.200000,9.910000,10.020000,10.020000,65758800
2018-04-06,9.830000,10.100000,9.500000,9.610000,9.610000,51087100
2018-04-09,9.750000,9.840000,9.520000,9.530000,9.530000,38382600
2018-04-10,9.750000,10.040000,9.710000,9.980000,9.980000,42849200
2018-04-11,9.870000,10.030000,9.790000,9.820000,9.820000,29169300
2018-04-12,9.980000,10.100000,9.820000,10.080000,10.080000,47784400
2018-04-13,10.200000,10.220000,9.880000,9.930000,9.930000,38935700
2018-04-16,10.000000,10.170000,9.900000,10.090000,10.090000,28875100
2018-04-17,10.280000,10.530000,10.200000,10.520000,10.520000,45360300
2018-04-18,10.510000,10.650000,10.330000,10.360000,10.360000,42449600
2018-04-19,10.180000,10.330000,9.990000,10.110000,10.110000,57841600
2018-04-20,10.050000,10.140000,9.950000,9.990000,9.990000,39011900
2018-04-23,10.090000,10.190000,9.970000,10.040000,10.040000,42971300
2018-04-24,10.190000,10.350000,9.950000,10.090000,10.090000,44992200
2018-04-25,10.060000,10.090000,9.560000,9.710000,9.710000,90578000
2018-04-26,10.870000,11.190000,10.610000,11.040000,11.040000,145284100
2018-04-27,11.200000,11.360000,11.020000,11.110000,11.110000,74347800
2018-04-30,11.060000,11.140000,10.870000,10.880000,10.880000,50608800
2018-05-01,10.830000,11.150000,10.770000,11.130000,11.130000,43441600
2018-05-02,11.100000,11.160000,10.970000,10.970000,10.970000,29267300
2018-05-03,10.900000,11.060000,10.830000,10.930000,10.930000,33310600
2018-05-04,10.880000,11.290000,10.870000,11.280000,11.280000,47884900
2018-05-07,11.320000,11.680000,11.300000,11.590000,11.590000,54001700
2018-05-08,11.490000,11.660000,11.400000,11.610000,11.610000,35218400
2018-05-09,11.650000,11.980000,11.570000,11.950000,11.950000,49605700
2018-05-10,11.980000,12.180000,11.950000,12.130000,12.130000,49744500
2018-05-11,11.890000,12.030000,11.690000,11.950000,11.950000,43863700
2018-05-14,12.140000,12.360000,12.110000,12.230000,12.230000,50263800
2018-05-15,12.180000,12.460000,12.160000,12.450000,12.450000,44183200
2018-05-16,12.640000,12.980000,12.620000,12.820000,12.820000,73364000
2018-05-17,12.790000,12.900000,12.660000,12.820000,12.820000,38692500
2018-05-18,13.060000,13.260000,12.910000,13.000000,13.000000,54063400
2018-05-21,13.250000,13.310000,12.880000,12.990000,12.990000,49714200
2018-05-22,13.000000,13.140000,12.710000,12.980000,12.980000,43267000
2018-05-23,12.930000,13.180000,12.900000,13.100000,13.100000,44517800
2018-05-24,13.060000,13.430000,13.030000,13.410000,13.410000,47785700
2018-05-25,13.400000,13.720000,13.360000,13.540000,13.540000,43850100
2018-05-29,13.450000,13.630000,13.260000,13.360000,13.360000,39578500
2018-05-30,13.480000,13.950000,13.480000,13.820000,13.820000,58186400
2018-05-31,13.740000,13.930000,13.690000,13.730000,13.730000,46797700
2018-06-01,13.980000,14.400000,13.920000,14.400000,14.400000,71677900
2018-06-04,14.760000,14.980000,14.520000,14.850000,14.850000,74546000
2018-06-05,14.850000,14.920000,14.630000,14.850000,14.850000,56122700
2018-06-06,15.070000,15.740000,15.040000,15.670000,15.670000,97089000
2018-06-07,15.830000,15.970000,14.850000,14.890000,14.890000,99860300
2018-06-08,14.520000,15.330000,14.310000,15.250000,15.250000,81930500
2018-06-11,15.210000,15.890000,15.010000,15.730000,15.730000,80737600
2018-06-12,15.840000,15.950000,15.430000,15.850000,15.850000,67002600
2018-06-13,15.810000,16.520000,15.780000,16.320000,16.320000,90227300
2018-06-14,16.620001,16.790001,15.580000,16.250000,16.250000,113048600
2018-06-15,16.059999,16.520000,15.820000,16.340000,16.340000,77612200
2018-06-18,16.180000,17.340000,16.129999,17.110001,17.110001,104317400
2018-06-19,16.850000,17.290001,16.309999,16.690001,16.690001,92542900
2018-06-20,16.830000,17.129999,16.370001,16.520000,16.520000,76280600
2018-06-21,16.650000,16.870001,15.460000,15.650000,15.650000,95638400
2018-06-22,15.780000,15.910000,15.560000,15.800000,15.800000,59257100
2018-06-25,15.640000,15.740000,14.540000,15.110000,15.110000,94418400
2018-06-26,15.320000,15.600000,15.100000,15.500000,15.500000,54213500
2018-06-27,15.650000,15.760000,14.960000,14.970000,14.970000,56014300
2018-06-28,14.850000,15.360000,14.750000,15.310000,15.310000,48716800
2018-06-29,15.410000,15.490000,14.980000,14.990000,14.990000,41527800
2018-07-02,14.800000,15.180000,14.740000,15.160000,15.160000,43398800
2018-07-03,15.210000,15.340000,14.960000,15.000000,15.000000,32094000
2018-07-05,15.130000,15.500000,15.020000,15.500000,15.500000,40703300
2018-07-06,15.520000,16.389999,15.480000,16.360001,16.360001,65101700
2018-07-09,16.730000,16.840000,16.170000,16.610001,16.610001,58525500
2018-07-10,16.590000,16.650000,16.309999,16.549999,16.549999,37093000
2018-07-11,16.150000,16.530001,16.020000,16.270000,16.270000,42544100
2018-07-12,16.410000,16.790001,16.379999,16.559999,16.559999,44188100
2018-07-13,16.680000,16.690001,16.219999,16.270000,16.270000,40614100
2018-07-16,16.420000,17.000000,16.410000,16.580000,16.580000,65275300
2018-07-17,16.500000,16.879999,16.480000,16.870001,16.870001,42313500
2018-07-18,16.940001,16.990000,16.549999,16.850000,16.850000,40881500
2018-07-19,16.709999,16.879999,16.549999,16.709999,16.709999,41267800
2018-07-20,16.660000,16.879999,16.440001,16.500000,16.500000,42879800
2018-07-23,16.469999,16.680000,15.900000,16.660000,16.660000,44940800
2018-07-24,16.750000,16.860001,16.110001,16.190001,16.190001,58201500
2018-07-25,16.299999,16.389999,15.720000,16.049999,16.049999,82604900
2018-07-26,17.160000,18.450001,16.830000,18.350000,18.350000,192661100
2018-07-27,19.070000,19.879999,18.309999,18.940001,18.940001,161903800
2018-07-30,19.400000,20.180000,19.309999,19.420000,19.420000,160823400
2018-07-31,19.350000,19.500000,18.270000,18.330000,18.330000,118403400
2018-08-01,18.340000,18.950001,18.320000,18.480000,18.480000,75495200
2018-08-02,18.170000,18.830000,18.000000,18.790001,18.790001,52867100
2018-08-03,18.940001,19.059999,18.370001,18.490000,18.490000,53232100
2018-08-06,18.889999,19.440001,18.459999,19.430000,19.430000,83579700
2018-08-07,19.530001,19.709999,19.080000,19.559999,19.559999,72822600
2018-08-08,19.459999,19.770000,19.260000,19.580000,19.580000,52081400
2018-08-09,19.580000,19.709999,19.080000,19.100000,19.100000,46653400
2018-08-10,19.090000,19.480000,18.850000,19.059999,19.059999,65821100
2018-08-13,19.160000,19.930000,19.120001,19.730000,19.730000,81411300
2018-08-14,19.969999,20.280001,19.629999,20.020000,20.020000,89195500
2018-08-15,19.860001,20.100000,19.200001,19.700001,19.700001,86355700
2018-08-16,19.860001,20.070000,19.250000,19.330000,19.330000,69733700
2018-08-17,19.120001,19.820000,18.730000,19.770000,19.770000,60616600
2018-08-20,19.790001,20.080000,19.350000,19.980000,19.980000,62983200
2018-08-21,19.980000,20.420000,19.860001,20.400000,20.400000,55629000
2018-08-22,20.280001,20.920000,20.209999,20.900000,20.900000,62002700
2018-08-23,21.190001,22.320000,21.139999,22.290001,22.290001,113444100
2018-08-24,22.910000,24.000000,22.670000,23.980000,23.980000,164328200
2018-08-27,24.940001,27.299999,24.629999,25.260000,25.260000,325058400
2018-08-28,25.510000,26.180000,24.040001,25.049999,25.049999,215771200
2018-08-29,24.360001,25.410000,24.010000,25.200001,25.200001,143223200
2018-08-30,25.290001,25.670000,24.760000,24.889999,24.889999,103607300
2018-08-31,24.889999,25.240000,24.719999,25.170000,25.170000,65206400
2018-09-04,25.620001,28.110001,25.570000,28.059999,28.059999,192541300
2018-09-05,29.410000,29.940001,26.840000,28.510000,28.510000,257349000
2018-09-06,28.120001,28.580000,27.190001,27.840000,27.840000,143942900
2018-09-07,26.959999,28.270000,26.799999,27.379999,27.379999,123348700
2018-09-10,28.150000,29.930000,27.840000,29.889999,29.889999,162253800
2018-09-11,30.020000,30.590000,29.370001,30.100000,30.100000,159902500
2018-09-12,29.910000,32.290001,29.450001,32.209999,32.209999,197889600
2018-09-13,33.160000,34.139999,29.870001,30.480000,30.480000,304147100
2018-09-14,31.430000,33.090000,30.540001,32.720001,32.720001,217762800
2018-09-17,31.750000,33.230000,31.600000,32.430000,32.430000,180410600
2018-09-18,32.990002,33.369999,31.200001,31.930000,31.930000,176673200
2018-09-19,31.520000,31.830000,30.510000,31.209999,31.209999,124287000
2018-09-20,32.099998,32.200001,30.639999,31.180000,31.180000,123116500
2018-09-21,31.190001,32.419998,30.910000,31.020000,31.020000,129792900
2018-09-24,31.129999,32.650002,30.910000,32.610001,32.610001,118332600
2018-09-25,33.180000,33.599998,32.189999,32.570000,32.570000,118570200
2018-09-26,32.400002,32.599998,31.719999,32.189999,32.189999,79347300
2018-09-27,31.860001,32.630001,31.389999,32.590000,32.590000,87934400
2018-09-28,32.240002,32.779999,29.980000,30.889999,30.889999,165453500
2018-10-01,30.690001,31.910000,30.250000,31.420000,31.420000,94742900
2018-10-02,30.730000,30.820000,28.650000,29.020000,29.020000,145276500
2018-10-03,29.040001,29.219999,26.540001,28.430000,28.430000,190137200
2018-10-04,27.990000,28.830000,27.370001,27.780001,27.780001,95831200
2018-10-05,28.070000,28.469999,26.930000,27.350000,27.350000,88008500
2018-10-08,26.730000,27.540001,25.959999,26.459999,26.459999,103789500
2018-10-09,26.150000,27.709999,26.000000,27.240000,27.240000,105461800
2018-10-10,27.379999,27.400000,24.910000,25.000000,25.000000,147682900
2018-10-11,24.740000,26.200001,24.549999,25.299999,25.299999,147013800
2018-10-12,26.770000,26.969999,25.670000,26.340000,26.340000,111059400
2018-10-15,26.379999,26.770000,25.750000,26.260000,26.260000,70523500
2018-10-16,26.629999,28.230000,26.170000,28.180000,28.180000,92529000
2018-10-17,28.410000,28.530001,26.920000,27.299999,27.299999,89466900
2018-10-18,27.080000,27.750000,26.400000,26.620001,26.620001,79623700
2018-10-19,27.030001,27.100000,23.600000,23.660000,23.660000,130799900
2018-10-22,24.459999,25.639999,24.090000,25.030001,25.030001,114158900
2018-10-23,24.180000,25.260000,23.850000,25.090000,25.090000,101763000
2018-10-24,25.040001,25.100000,22.750000,22.790001,22.790001,134489100
2018-10-25,17.920000,20.150000,17.719999,19.270000,19.270000,189173700
2018-10-26,18.490000,18.780001,17.049999,17.629999,17.629999,119689000
2018-10-29,18.209999,18.230000,16.270000,16.850000,16.850000,94479600
2018-10-30,16.379999,17.240000,16.170000,17.200001,17.200001,99049400
2018-10-31,17.870001,18.340000,17.120001,18.209999,18.209999,110463700
2018-11-01,18.410000,20.330000,18.080000,20.219999,20.219999,136896500
2018-11-02,20.590000,21.059999,19.469999,20.230000,20.230000,123788000
2018-11-05,20.120001,20.180000,18.879999,19.900000,19.900000,108016700
2018-11-06,19.500000,21.650000,19.480000,20.680000,20.680000,144995700
2018-11-07,21.420000,22.219999,21.070000,21.840000,21.840000,121115800
2018-11-08,21.770000,22.080000,20.969999,21.200001,21.200001,92387600
2018-11-09,20.770000,21.190001,20.110001,21.030001,21.030001,85900700
2018-11-12,20.680000,20.850000,18.799999,19.030001,19.030001,95948200
2018-11-13,19.280001,20.020000,18.969999,19.610001,19.610001,76126000
2018-11-14,20.180000,21.110001,19.760000,20.809999,20.809999,106344300
2018-11-15,20.719999,21.770000,20.420000,21.490000,21.490000,97715500
2018-11-16,19.870001,20.969999,19.719999,20.660000,20.660000,112376600
2018-11-19,20.400000,20.590000,19.090000,19.110001,19.110001,93578200
2018-11-20,17.400000,19.580000,17.180000,19.209999,19.209999,109869400
2018-11-21,20.049999,20.309999,18.500000,18.730000,18.730000,81585600
2018-11-23,18.610001,19.830000,18.559999,19.379999,19.379999,54611300
2018-11-26,19.959999,20.190001,19.110001,20.080000,20.080000,83211000
2018-11-27,19.770000,21.450001,19.730000,21.049999,21.049999,119230100
2018-11-28,21.820000,21.879999,20.180000,21.340000,21.340000,134425300
2018-11-29,21.190001,21.610001,20.730000,21.430000,21.430000,79853700
2018-11-30,21.299999,21.360001,20.520000,21.299999,21.299999,82370700
2018-12-03,22.480000,23.750000,22.370001,23.709999,23.709999,139607400
2018-12-04,23.350000,23.420000,21.070000,21.120001,21.120001,127392900
2018-12-06,20.219999,21.410000,20.059999,21.299999,21.299999,103434700
2018-12-07,21.299999,21.379999,19.170000,19.459999,19.459999,105764500
2018-12-10,19.350000,20.129999,19.270000,19.990000,19.990000,77984500
